rho_usd_per_decision,c_fixed_usd_per_year,n_star_decisions_per_year
0.010510204081632654,7000.0,666019.4174757281
0.010510204081632654,8000.0,761165.0485436892
0.010510204081632654,9000.0,856310.6796116504
0.010510204081632654,10000.0,951456.3106796115
0.010510204081632654,11000.0,1046601.9417475727
0.010510204081632654,12000.0,1141747.572815534
0.010510204081632654,13000.0,1236893.203883495
0.010510204081632654,14000.0,1332038.8349514562
0.010510204081632654,15000.0,1427184.4660194174
0.010510204081632654,16000.0,1522330.0970873784
0.010510204081632654,17000.0,1617475.7281553396
0.010510204081632654,18000.0,1712621.3592233008
0.010510204081632654,19000.0,1807766.990291262
0.010510204081632654,20000.0,1902912.621359223
0.010510204081632654,21000.0,1998058.2524271843
0.010510204081632654,22000.0,2093203.8834951455
0.010510204081632654,23000.0,2188349.5145631065
0.010510204081632654,24000.0,2283495.145631068
0.010510204081632654,25000.0,2378640.776699029
0.010510204081632654,26000.0,2473786.40776699
0.010510204081632654,27000.0,2568932.0388349514
0.010510204081632654,28000.0,2664077.6699029123
0.010510204081632654,29000.0,2759223.3009708733
0.010510204081632654,30000.0,2854368.932038835
0.010510204081632654,31000.0,2949514.563106796
0.010510204081632654,32000.0,3044660.1941747568
0.010510204081632654,33000.0,3139805.825242718
0.010510204081632654,34000.0,3234951.456310679
0.010510204081632654,35000.0,3330097.08737864
0.010510204081632654,36000.0,3425242.7184466016
0.010510204081632654,37000.0,3520388.3495145626
0.010510204081632654,38000.0,3615533.980582524
0.010510204081632654,39000.0,3710679.611650485
0.010510204081632654,40000.0,3805825.242718446
0.010510204081632654,41000.0,3900970.8737864075
0.010510204081632654,42000.0,3996116.5048543685
0.010510204081632654,43000.0,4091262.1359223295
0.010510204081632654,44000.0,4186407.766990291
0.010510204081632654,45000.0,4281553.398058252
0.010510204081632654,46000.0,4376699.029126213
0.010510204081632654,47000.0,4471844.660194174
0.010510204081632654,48000.0,4566990.291262136
0.010510204081632654,49000.0,4662135.922330096
0.010510204081632654,50000.0,4757281.553398058
0.01142857142857143,1000.0,87499.99999999999
0.01142857142857143,2000.0,174999.99999999997
0.01142857142857143,3000.0,262499.99999999994
0.01142857142857143,4000.0,349999.99999999994
0.01142857142857143,5000.0,437499.99999999994
0.01142857142857143,6000.0,524999.9999999999
0.01142857142857143,7000.0,612499.9999999999
0.01142857142857143,8000.0,699999.9999999999
0.01142857142857143,9000.0,787499.9999999999
0.01142857142857143,10000.0,874999.9999999999
0.01142857142857143,11000.0,962499.9999999999
0.01142857142857143,12000.0,1049999.9999999998
0.01142857142857143,13000.0,1137499.9999999998
0.01142857142857143,14000.0,1224999.9999999998
0.01142857142857143,15000.0,1312499.9999999998
0.01142857142857143,16000.0,1399999.9999999998
0.01142857142857143,17000.0,1487499.9999999998
0.01142857142857143,18000.0,1574999.9999999998
0.01142857142857143,19000.0,1662499.9999999998
0.01142857142857143,20000.0,1749999.9999999998
0.01142857142857143,21000.0,1837499.9999999998
0.01142857142857143,22000.0,1924999.9999999998
0.01142857142857143,23000.0,2012499.9999999998
0.01142857142857143,24000.0,2099999.9999999995
0.01142857142857143,25000.0,2187499.9999999995
0.01142857142857143,26000.0,2274999.9999999995
0.01142857142857143,27000.0,2362499.9999999995
0.01142857142857143,28000.0,2449999.9999999995
0.01142857142857143,29000.0,2537499.9999999995
0.01142857142857143,30000.0,2624999.9999999995
0.01142857142857143,31000.0,2712499.9999999995
0.01142857142857143,32000.0,2799999.9999999995
0.01142857142857143,33000.0,2887499.9999999995
0.01142857142857143,34000.0,2974999.9999999995
0.01142857142857143,35000.0,3062499.9999999995
0.01142857142857143,36000.0,3149999.9999999995
0.01142857142857143,37000.0,3237499.9999999995
0.01142857142857143,38000.0,3324999.9999999995
0.01142857142857143,39000.0,3412499.9999999995
0.01142857142857143,40000.0,3499999.9999999995
0.01142857142857143,41000.0,3587499.9999999995
0.01142857142857143,42000.0,3674999.9999999995
0.01142857142857143,43000.0,3762499.9999999995
0.01142857142857143,44000.0,3849999.9999999995
0.01142857142857143,45000.0,3937499.9999999995
0.01142857142857143,46000.0,4024999.9999999995
0.01142857142857143,47000.0,4112499.9999999995
0.01142857142857143,48000.0,4199999.999999999
0.01142857142857143,49000.0,4287499.999999999
0.01142857142857143,50000.0,4374999.999999999
0.012346938775510205,1000.0,80991.73553719008
0.012346938775510205,2000.0,161983.47107438016
0.012346938775510205,3000.0,242975.20661157023
0.012346938775510205,4000.0,323966.9421487603
0.012346938775510205,5000.0,404958.6776859504
0.012346938775510205,6000.0,485950.41322314047
0.012346938775510205,7000.0,566942.1487603305
0.012346938775510205,8000.0,647933.8842975206
0.012346938775510205,9000.0,728925.6198347107
0.012346938775510205,10000.0,809917.3553719008
0.012346938775510205,11000.0,890909.0909090908
0.012346938775510205,12000.0,971900.8264462809
0.012346938775510205,13000.0,1052892.561983471
0.012346938775510205,14000.0,1133884.297520661
0.012346938775510205,15000.0,1214876.0330578513
0.012346938775510205,16000.0,1295867.7685950412
0.012346938775510205,17000.0,1376859.5041322312
0.012346938775510205,18000.0,1457851.2396694215
0.012346938775510205,19000.0,1538842.9752066114
0.012346938775510205,20000.0,1619834.7107438017
0.012346938775510205,21000.0,1700826.4462809917
0.012346938775510205,22000.0,1781818.1818181816
0.012346938775510205,23000.0,1862809.9173553719
0.012346938775510205,24000.0,1943801.6528925619
0.012346938775510205,25000.0,2024793.3884297519
0.012346938775510205,26000.0,2105785.123966942
0.012346938775510205,27000.0,2186776.859504132
0.012346938775510205,28000.0,2267768.595041322
0.012346938775510205,29000.0,2348760.3305785125
0.012346938775510205,30000.0,2429752.0661157025
0.012346938775510205,31000.0,2510743.8016528925
0.012346938775510205,32000.0,2591735.5371900825
0.012346938775510205,33000.0,2672727.2727272725
0.012346938775510205,34000.0,2753719.0082644625
0.012346938775510205,35000.0,2834710.743801653
0.012346938775510205,36000.0,2915702.479338843
0.012346938775510205,37000.0,2996694.214876033
0.012346938775510205,38000.0,3077685.950413223
0.012346938775510205,39000.0,3158677.685950413
0.012346938775510205,40000.0,3239669.4214876033
0.012346938775510205,41000.0,3320661.1570247933
0.012346938775510205,42000.0,3401652.8925619833
0.012346938775510205,43000.0,3482644.6280991733
0.012346938775510205,44000.0,3563636.3636363633
0.012346938775510205,45000.0,3644628.0991735538
0.012346938775510205,46000.0,3725619.8347107437
0.012346938775510205,47000.0,3806611.5702479337
0.012346938775510205,48000.0,3887603.3057851237
0.012346938775510205,49000.0,3968595.0413223137
0.012346938775510205,50000.0,4049586.7768595037
0.013265306122448979,1000.0,75384.61538461539
0.013265306122448979,2000.0,150769.23076923078
0.013265306122448979,3000.0,226153.84615384616
0.013265306122448979,4000.0,301538.46153846156
0.013265306122448979,5000.0,376923.07692307694
0.013265306122448979,6000.0,452307.6923076923
0.013265306122448979,7000.0,527692.3076923077
0.013265306122448979,8000.0,603076.9230769231
0.013265306122448979,9000.0,678461.5384615385
0.013265306122448979,10000.0,753846.1538461539
0.013265306122448979,11000.0,829230.7692307692
0.013265306122448979,12000.0,904615.3846153846
0.013265306122448979,13000.0,980000.0
0.013265306122448979,14000.0,1055384.6153846155
0.013265306122448979,15000.0,1130769.2307692308
0.013265306122448979,16000.0,1206153.8461538462
0.013265306122448979,17000.0,1281538.4615384615
0.013265306122448979,18000.0,1356923.076923077
0.013265306122448979,19000.0,1432307.6923076923
0.013265306122448979,20000.0,1507692.3076923077
0.013265306122448979,21000.0,1583076.9230769232
0.013265306122448979,22000.0,1658461.5384615385
0.013265306122448979,23000.0,1733846.153846154
0.013265306122448979,24000.0,1809230.7692307692
0.013265306122448979,25000.0,1884615.3846153847
0.013265306122448979,26000.0,1960000.0
0.013265306122448979,27000.0,2035384.6153846155
0.013265306122448979,28000.0,2110769.230769231
0.013265306122448979,29000.0,2186153.846153846
0.013265306122448979,30000.0,2261538.4615384615
0.013265306122448979,31000.0,2336923.076923077
0.013265306122448979,32000.0,2412307.6923076925
0.013265306122448979,33000.0,2487692.307692308
0.013265306122448979,34000.0,2563076.923076923
0.013265306122448979,35000.0,2638461.5384615385
0.013265306122448979,36000.0,2713846.153846154
0.013265306122448979,37000.0,2789230.7692307695
0.013265306122448979,38000.0,2864615.3846153845
0.013265306122448979,39000.0,2940000.0
0.013265306122448979,40000.0,3015384.6153846155
0.013265306122448979,41000.0,3090769.230769231
0.013265306122448979,42000.0,3166153.8461538465
0.013265306122448979,43000.0,3241538.4615384615
0.013265306122448979,44000.0,3316923.076923077
0.013265306122448979,45000.0,3392307.6923076925
0.013265306122448979,46000.0,3467692.307692308
0.013265306122448979,47000.0,3543076.923076923
0.013265306122448979,48000.0,3618461.5384615385
0.013265306122448979,49000.0,3693846.153846154
0.013265306122448979,50000.0,3769230.7692307695
0.014183673469387755,1000.0,70503.59712230216
0.014183673469387755,2000.0,141007.19424460432
0.014183673469387755,3000.0,211510.7913669065
0.014183673469387755,4000.0,282014.38848920865
0.014183673469387755,5000.0,352517.9856115108
0.014183673469387755,6000.0,423021.582733813
0.014183673469387755,7000.0,493525.1798561151
0.014183673469387755,8000.0,564028.7769784173
0.014183673469387755,9000.0,634532.3741007195
0.014183673469387755,10000.0,705035.9712230216
0.014183673469387755,11000.0,775539.5683453238
0.014183673469387755,12000.0,846043.165467626
0.014183673469387755,13000.0,916546.762589928
0.014183673469387755,14000.0,987050.3597122302
0.014183673469387755,15000.0,1057553.9568345323
0.014183673469387755,16000.0,1128057.5539568346
0.014183673469387755,17000.0,1198561.1510791366
0.014183673469387755,18000.0,1269064.748201439
0.014183673469387755,19000.0,1339568.345323741
0.014183673469387755,20000.0,1410071.9424460432
0.014183673469387755,21000.0,1480575.5395683453
0.014183673469387755,22000.0,1551079.1366906476
0.014183673469387755,23000.0,1621582.7338129496
0.014183673469387755,24000.0,1692086.330935252
0.014183673469387755,25000.0,1762589.928057554
0.014183673469387755,26000.0,1833093.525179856
0.014183673469387755,27000.0,1903597.1223021583
0.014183673469387755,28000.0,1974100.7194244603
0.014183673469387755,29000.0,2044604.3165467626
0.014183673469387755,30000.0,2115107.9136690646
0.014183673469387755,31000.0,2185611.510791367
0.014183673469387755,32000.0,2256115.107913669
0.014183673469387755,33000.0,2326618.705035971
0.014183673469387755,34000.0,2397122.3021582733
0.014183673469387755,35000.0,2467625.8992805756
0.014183673469387755,36000.0,2538129.496402878
0.014183673469387755,37000.0,2608633.0935251797
0.014183673469387755,38000.0,2679136.690647482
0.014183673469387755,39000.0,2749640.287769784
0.014183673469387755,40000.0,2820143.8848920865
0.014183673469387755,41000.0,2890647.4820143883
0.014183673469387755,42000.0,2961151.0791366906
0.014183673469387755,43000.0,3031654.676258993
0.014183673469387755,44000.0,3102158.273381295
0.014183673469387755,45000.0,3172661.870503597
0.014183673469387755,46000.0,3243165.4676258992
0.014183673469387755,47000.0,3313669.0647482015
0.014183673469387755,48000.0,3384172.661870504
0.014183673469387755,49000.0,3454676.2589928056
0.014183673469387755,50000.0,3525179.856115108
0.015102040816326531,1000.0,66216.21621621621
0.015102040816326531,2000.0,132432.43243243243
0.015102040816326531,3000.0,198648.64864864864
0.015102040816326531,4000.0,264864.86486486485
0.015102040816326531,5000.0,331081.08108108107
0.015102040816326531,6000.0,397297.2972972973
0.015102040816326531,7000.0,463513.5135135135
0.015102040816326531,8000.0,529729.7297297297
0.015102040816326531,9000.0,595945.9459459459
0.015102040816326531,10000.0,662162.1621621621
0.015102040816326531,11000.0,728378.3783783783
0.015102040816326531,12000.0,794594.5945945946
0.015102040816326531,13000.0,860810.8108108108
0.015102040816326531,14000.0,927027.027027027
0.015102040816326531,15000.0,993243.2432432432
0.015102040816326531,16000.0,1059459.4594594594
0.015102040816326531,17000.0,1125675.6756756757
0.015102040816326531,18000.0,1191891.8918918918
0.015102040816326531,19000.0,1258108.1081081082
0.015102040816326531,20000.0,1324324.3243243243
0.015102040816326531,21000.0,1390540.5405405406
0.015102040816326531,22000.0,1456756.7567567567
0.015102040816326531,23000.0,1522972.972972973
0.015102040816326531,24000.0,1589189.189189189
0.015102040816326531,25000.0,1655405.4054054054
0.015102040816326531,26000.0,1721621.6216216215
0.015102040816326531,27000.0,1787837.8378378379
0.015102040816326531,28000.0,1854054.054054054
0.015102040816326531,29000.0,1920270.2702702703
0.015102040816326531,30000.0,1986486.4864864864
0.015102040816326531,31000.0,2052702.7027027027
0.015102040816326531,32000.0,2118918.918918919
0.015102040816326531,33000.0,2185135.135135135
0.015102040816326531,34000.0,2251351.3513513515
0.015102040816326531,35000.0,2317567.5675675673
0.015102040816326531,36000.0,2383783.7837837837
0.015102040816326531,37000.0,2450000.0
0.015102040816326531,38000.0,2516216.2162162163
0.015102040816326531,39000.0,2582432.432432432
0.015102040816326531,40000.0,2648648.6486486485
0.015102040816326531,41000.0,2714864.864864865
0.015102040816326531,42000.0,2781081.081081081
0.015102040816326531,43000.0,2847297.297297297
0.015102040816326531,44000.0,2913513.5135135134
0.015102040816326531,45000.0,2979729.7297297297
0.015102040816326531,46000.0,3045945.945945946
0.015102040816326531,47000.0,3112162.162162162
0.015102040816326531,48000.0,3178378.378378378
0.015102040816326531,49000.0,3244594.5945945946
0.015102040816326531,50000.0,3310810.810810811
0.016020408163265307,1000.0,62420.38216560509
0.016020408163265307,2000.0,124840.76433121019
0.016020408163265307,3000.0,187261.14649681526
0.016020408163265307,4000.0,249681.52866242037
0.016020408163265307,5000.0,312101.91082802543
0.016020408163265307,6000.0,374522.2929936305
0.016020408163265307,7000.0,436942.67515923566
0.016020408163265307,8000.0,499363.05732484075
0.016020408163265307,9000.0,561783.4394904458
0.016020408163265307,10000.0,624203.8216560509
0.016020408163265307,11000.0,686624.203821656
0.016020408163265307,12000.0,749044.585987261
0.016020408163265307,13000.0,811464.9681528662
0.016020408163265307,14000.0,873885.3503184713
0.016020408163265307,15000.0,936305.7324840764
0.016020408163265307,16000.0,998726.1146496815
0.016020408163265307,17000.0,1061146.4968152866
0.016020408163265307,18000.0,1123566.8789808915
0.016020408163265307,19000.0,1185987.2611464967
0.016020408163265307,20000.0,1248407.6433121017
0.016020408163265307,21000.0,1310828.025477707
0.016020408163265307,22000.0,1373248.407643312
0.016020408163265307,23000.0,1435668.789808917
0.016020408163265307,24000.0,1498089.171974522
0.016020408163265307,25000.0,1560509.5541401273
0.016020408163265307,26000.0,1622929.9363057325
0.016020408163265307,27000.0,1685350.3184713374
0.016020408163265307,28000.0,1747770.7006369426
0.016020408163265307,29000.0,1810191.0828025476
0.016020408163265307,30000.0,1872611.4649681528
0.016020408163265307,31000.0,1935031.8471337578
0.016020408163265307,32000.0,1997452.229299363
0.016020408163265307,33000.0,2059872.611464968
0.016020408163265307,34000.0,2122292.993630573
0.016020408163265307,35000.0,2184713.3757961784
0.016020408163265307,36000.0,2247133.757961783
0.016020408163265307,37000.0,2309554.1401273883
0.016020408163265307,38000.0,2371974.5222929935
0.016020408163265307,39000.0,2434394.9044585987
0.016020408163265307,40000.0,2496815.2866242034
0.016020408163265307,41000.0,2559235.6687898086
0.016020408163265307,42000.0,2621656.050955414
0.016020408163265307,43000.0,2684076.433121019
0.016020408163265307,44000.0,2746496.815286624
0.016020408163265307,45000.0,2808917.197452229
0.016020408163265307,46000.0,2871337.579617834
0.016020408163265307,47000.0,2933757.9617834394
0.016020408163265307,48000.0,2996178.343949044
0.016020408163265307,49000.0,3058598.7261146493
0.016020408163265307,50000.0,3121019.1082802545
0.016938775510204084,1000.0,59036.144578313244
0.016938775510204084,2000.0,118072.28915662649
0.016938775510204084,3000.0,177108.43373493975
0.016938775510204084,4000.0,236144.57831325298
0.016938775510204084,5000.0,295180.7228915662
0.016938775510204084,6000.0,354216.8674698795
0.016938775510204084,7000.0,413253.01204819273
0.016938775510204084,8000.0,472289.15662650595
0.016938775510204084,9000.0,531325.3012048192
0.016938775510204084,10000.0,590361.4457831325
0.016938775510204084,11000.0,649397.5903614457
0.016938775510204084,12000.0,708433.734939759
0.016938775510204084,13000.0,767469.8795180722
0.016938775510204084,14000.0,826506.0240963855
0.016938775510204084,15000.0,885542.1686746987
0.016938775510204084,16000.0,944578.3132530119
0.016938775510204084,17000.0,1003614.4578313252
0.016938775510204084,18000.0,1062650.6024096385
0.016938775510204084,19000.0,1121686.7469879517
0.016938775510204084,20000.0,1180722.891566265
0.016938775510204084,21000.0,1239759.0361445781
0.016938775510204084,22000.0,1298795.1807228914
0.016938775510204084,23000.0,1357831.3253012046
0.016938775510204084,24000.0,1416867.469879518
0.016938775510204084,25000.0,1475903.6144578313
0.016938775510204084,26000.0,1534939.7590361445
0.016938775510204084,27000.0,1593975.9036144577
0.016938775510204084,28000.0,1653012.048192771
0.016938775510204084,29000.0,1712048.1927710841
0.016938775510204084,30000.0,1771084.3373493974
0.016938775510204084,31000.0,1830120.4819277106
0.016938775510204084,32000.0,1889156.6265060238
0.016938775510204084,33000.0,1948192.771084337
0.016938775510204084,34000.0,2007228.9156626505
0.016938775510204084,35000.0,2066265.0602409637
0.016938775510204084,36000.0,2125301.204819277
0.016938775510204084,37000.0,2184337.34939759
0.016938775510204084,38000.0,2243373.4939759034
0.016938775510204084,39000.0,2302409.638554217
0.016938775510204084,40000.0,2361445.78313253
0.016938775510204084,41000.0,2420481.9277108433
0.016938775510204084,42000.0,2479518.0722891563
0.016938775510204084,43000.0,2538554.2168674697
0.016938775510204084,44000.0,2597590.3614457827
0.016938775510204084,45000.0,2656626.506024096
0.016938775510204084,46000.0,2715662.650602409
0.016938775510204084,47000.0,2774698.7951807226
0.016938775510204084,48000.0,2833734.939759036
0.016938775510204084,49000.0,2892771.084337349
0.016938775510204084,50000.0,2951807.2289156625
0.01785714285714286,1000.0,55999.99999999999
0.01785714285714286,2000.0,111999.99999999999
0.01785714285714286,3000.0,167999.99999999997
0.01785714285714286,4000.0,223999.99999999997
0.01785714285714286,5000.0,279999.99999999994
0.01785714285714286,6000.0,335999.99999999994
0.01785714285714286,7000.0,391999.99999999994
0.01785714285714286,8000.0,447999.99999999994
0.01785714285714286,9000.0,503999.99999999994
0.01785714285714286,10000.0,559999.9999999999
0.01785714285714286,11000.0,615999.9999999999
0.01785714285714286,12000.0,671999.9999999999
0.01785714285714286,13000.0,727999.9999999999
0.01785714285714286,14000.0,783999.9999999999
0.01785714285714286,15000.0,839999.9999999999
0.01785714285714286,16000.0,895999.9999999999
0.01785714285714286,17000.0,951999.9999999999
0.01785714285714286,18000.0,1007999.9999999999
0.01785714285714286,19000.0,1063999.9999999998
0.01785714285714286,20000.0,1119999.9999999998
0.01785714285714286,21000.0,1175999.9999999998
0.01785714285714286,22000.0,1231999.9999999998
0.01785714285714286,23000.0,1287999.9999999998
0.01785714285714286,24000.0,1343999.9999999998
0.01785714285714286,25000.0,1399999.9999999998
0.01785714285714286,26000.0,1455999.9999999998
0.01785714285714286,27000.0,1511999.9999999998
0.01785714285714286,28000.0,1567999.9999999998
0.01785714285714286,29000.0,1623999.9999999998
0.01785714285714286,30000.0,1679999.9999999998
0.01785714285714286,31000.0,1735999.9999999998
0.01785714285714286,32000.0,1791999.9999999998
0.01785714285714286,33000.0,1847999.9999999998
0.01785714285714286,34000.0,1903999.9999999998
0.01785714285714286,35000.0,1959999.9999999998
0.01785714285714286,36000.0,2015999.9999999998
0.01785714285714286,37000.0,2071999.9999999998
0.01785714285714286,38000.0,2127999.9999999995
0.01785714285714286,39000.0,2183999.9999999995
0.01785714285714286,40000.0,2239999.9999999995
0.01785714285714286,41000.0,2295999.9999999995
0.01785714285714286,42000.0,2351999.9999999995
0.01785714285714286,43000.0,2407999.9999999995
0.01785714285714286,44000.0,2463999.9999999995
0.01785714285714286,45000.0,2519999.9999999995
0.01785714285714286,46000.0,2575999.9999999995
0.01785714285714286,47000.0,2631999.9999999995
0.01785714285714286,48000.0,2687999.9999999995
0.01785714285714286,49000.0,2743999.9999999995
0.01785714285714286,50000.0,2799999.9999999995
0.018775510204081632,1000.0,53260.86956521739
0.018775510204081632,2000.0,106521.73913043478
0.018775510204081632,3000.0,159782.6086956522
0.018775510204081632,4000.0,213043.47826086957
0.018775510204081632,5000.0,266304.347826087
0.018775510204081632,6000.0,319565.2173913044
0.018775510204081632,7000.0,372826.0869565217
0.018775510204081632,8000.0,426086.95652173914
0.018775510204081632,9000.0,479347.82608695654
0.018775510204081632,10000.0,532608.695652174
0.018775510204081632,11000.0,585869.5652173914
0.018775510204081632,12000.0,639130.4347826088
0.018775510204081632,13000.0,692391.304347826
0.018775510204081632,14000.0,745652.1739130435
0.018775510204081632,15000.0,798913.0434782609
0.018775510204081632,16000.0,852173.9130434783
0.018775510204081632,17000.0,905434.7826086957
0.018775510204081632,18000.0,958695.6521739131
0.018775510204081632,19000.0,1011956.5217391305
0.018775510204081632,20000.0,1065217.391304348
0.018775510204081632,21000.0,1118478.2608695652
0.018775510204081632,22000.0,1171739.1304347827
0.018775510204081632,23000.0,1225000.0
0.018775510204081632,24000.0,1278260.8695652175
0.018775510204081632,25000.0,1331521.7391304348
0.018775510204081632,26000.0,1384782.608695652
0.018775510204081632,27000.0,1438043.4782608696
0.018775510204081632,28000.0,1491304.347826087
0.018775510204081632,29000.0,1544565.2173913044
0.018775510204081632,30000.0,1597826.0869565217
0.018775510204081632,31000.0,1651086.9565217393
0.018775510204081632,32000.0,1704347.8260869565
0.018775510204081632,33000.0,1757608.695652174
0.018775510204081632,34000.0,1810869.5652173914
0.018775510204081632,35000.0,1864130.4347826086
0.018775510204081632,36000.0,1917391.3043478262
0.018775510204081632,37000.0,1970652.1739130435
0.018775510204081632,38000.0,2023913.043478261
0.018775510204081632,39000.0,2077173.9130434783
0.018775510204081632,40000.0,2130434.782608696
0.018775510204081632,41000.0,2183695.652173913
0.018775510204081632,42000.0,2236956.5217391304
0.018775510204081632,43000.0,2290217.3913043477
0.018775510204081632,44000.0,2343478.2608695654
0.018775510204081632,45000.0,2396739.1304347827
0.018775510204081632,46000.0,2450000.0
0.018775510204081632,47000.0,2503260.8695652173
0.018775510204081632,48000.0,2556521.739130435
0.018775510204081632,49000.0,2609782.6086956523
0.018775510204081632,50000.0,2663043.4782608696
0.01969387755102041,1000.0,50777.20207253886
0.01969387755102041,2000.0,101554.40414507771
0.01969387755102041,3000.0,152331.6062176166
0.01969387755102041,4000.0,203108.80829015543
0.01969387755102041,5000.0,253886.0103626943
0.01969387755102041,6000.0,304663.2124352332
0.01969387755102041,7000.0,355440.414507772
0.01969387755102041,8000.0,406217.61658031086
0.01969387755102041,9000.0,456994.81865284976
0.01969387755102041,10000.0,507772.0207253886
0.01969387755102041,11000.0,558549.2227979274
0.01969387755102041,12000.0,609326.4248704663
0.01969387755102041,13000.0,660103.6269430051
0.01969387755102041,14000.0,710880.829015544
0.01969387755102041,15000.0,761658.0310880829
0.01969387755102041,16000.0,812435.2331606217
0.01969387755102041,17000.0,863212.4352331606
0.01969387755102041,18000.0,913989.6373056995
0.01969387755102041,19000.0,964766.8393782383
0.01969387755102041,20000.0,1015544.0414507772
0.01969387755102041,21000.0,1066321.243523316
0.01969387755102041,22000.0,1117098.445595855
0.01969387755102041,23000.0,1167875.6476683938
0.01969387755102041,24000.0,1218652.8497409327
0.01969387755102041,25000.0,1269430.0518134716
0.01969387755102041,26000.0,1320207.2538860103
0.01969387755102041,27000.0,1370984.4559585492
0.01969387755102041,28000.0,1421761.658031088
0.01969387755102041,29000.0,1472538.860103627
0.01969387755102041,30000.0,1523316.0621761659
0.01969387755102041,31000.0,1574093.2642487045
0.01969387755102041,32000.0,1624870.4663212434
0.01969387755102041,33000.0,1675647.6683937823
0.01969387755102041,34000.0,1726424.8704663212
0.01969387755102041,35000.0,1777202.0725388601
0.01969387755102041,36000.0,1827979.274611399
0.01969387755102041,37000.0,1878756.4766839377
0.01969387755102041,38000.0,1929533.6787564766
0.01969387755102041,39000.0,1980310.8808290155
0.01969387755102041,40000.0,2031088.0829015544
0.01969387755102041,41000.0,2081865.2849740933
0.01969387755102041,42000.0,2132642.487046632
0.01969387755102041,43000.0,2183419.689119171
0.01969387755102041,44000.0,2234196.89119171
0.01969387755102041,45000.0,2284974.0932642487
0.01969387755102041,46000.0,2335751.2953367876
0.01969387755102041,47000.0,2386528.4974093265
0.01969387755102041,48000.0,2437305.6994818654
0.01969387755102041,49000.0,2488082.9015544043
0.01969387755102041,50000.0,2538860.103626943
0.020612244897959184,1000.0,48514.851485148516
0.020612244897959184,2000.0,97029.70297029703
0.020612244897959184,3000.0,145544.55445544553
0.020612244897959184,4000.0,194059.40594059406
0.020612244897959184,5000.0,242574.25742574257
0.020612244897959184,6000.0,291089.10891089105
0.020612244897959184,7000.0,339603.9603960396
0.020612244897959184,8000.0,388118.8118811881
0.020612244897959184,9000.0,436633.6633663366
0.020612244897959184,10000.0,485148.51485148515
0.020612244897959184,11000.0,533663.3663366337
0.020612244897959184,12000.0,582178.2178217821
0.020612244897959184,13000.0,630693.0693069306
0.020612244897959184,14000.0,679207.9207920792
0.020612244897959184,15000.0,727722.7722772277
0.020612244897959184,16000.0,776237.6237623763
0.020612244897959184,17000.0,824752.4752475247
0.020612244897959184,18000.0,873267.3267326732
0.020612244897959184,19000.0,921782.1782178218
0.020612244897959184,20000.0,970297.0297029703
0.020612244897959184,21000.0,1018811.8811881187
0.020612244897959184,22000.0,1067326.7326732674
0.020612244897959184,23000.0,1115841.584158416
0.020612244897959184,24000.0,1164356.4356435642
0.020612244897959184,25000.0,1212871.2871287127
0.020612244897959184,26000.0,1261386.1386138613
0.020612244897959184,27000.0,1309900.9900990098
0.020612244897959184,28000.0,1358415.8415841584
0.020612244897959184,29000.0,1406930.693069307
0.020612244897959184,30000.0,1455445.5445544554
0.020612244897959184,31000.0,1503960.396039604
0.020612244897959184,32000.0,1552475.2475247525
0.020612244897959184,33000.0,1600990.0990099008
0.020612244897959184,34000.0,1649504.9504950494
0.020612244897959184,35000.0,1698019.801980198
0.020612244897959184,36000.0,1746534.6534653464
0.020612244897959184,37000.0,1795049.504950495
0.020612244897959184,38000.0,1843564.3564356435
0.020612244897959184,39000.0,1892079.207920792
0.020612244897959184,40000.0,1940594.0594059406
0.020612244897959184,41000.0,1989108.9108910891
0.020612244897959184,42000.0,2037623.7623762374
0.020612244897959184,43000.0,2086138.613861386
0.020612244897959184,44000.0,2134653.4653465347
0.020612244897959184,45000.0,2183168.3168316833
0.020612244897959184,46000.0,2231683.168316832
0.020612244897959184,47000.0,2280198.01980198
0.020612244897959184,48000.0,2328712.8712871284
0.020612244897959184,49000.0,2377227.722772277
0.020612244897959184,50000.0,2425742.5742574255
0.02153061224489796,1000.0,46445.49763033175
0.02153061224489796,2000.0,92890.9952606635
0.02153061224489796,3000.0,139336.49289099526
0.02153061224489796,4000.0,185781.990521327
0.02153061224489796,5000.0,232227.48815165876
0.02153061224489796,6000.0,278672.9857819905
0.02153061224489796,7000.0,325118.48341232224
0.02153061224489796,8000.0,371563.981042654
0.02153061224489796,9000.0,418009.47867298574
0.02153061224489796,10000.0,464454.9763033175
0.02153061224489796,11000.0,510900.47393364925
0.02153061224489796,12000.0,557345.971563981
0.02153061224489796,13000.0,603791.4691943128
0.02153061224489796,14000.0,650236.9668246445
0.02153061224489796,15000.0,696682.4644549763
0.02153061224489796,16000.0,743127.962085308
0.02153061224489796,17000.0,789573.4597156397
0.02153061224489796,18000.0,836018.9573459715
0.02153061224489796,19000.0,882464.4549763033
0.02153061224489796,20000.0,928909.952606635
0.02153061224489796,21000.0,975355.4502369667
0.02153061224489796,22000.0,1021800.9478672985
0.02153061224489796,23000.0,1068246.4454976302
0.02153061224489796,24000.0,1114691.943127962
0.02153061224489796,25000.0,1161137.4407582937
0.02153061224489796,26000.0,1207582.9383886256
0.02153061224489796,27000.0,1254028.4360189573
0.02153061224489796,28000.0,1300473.933649289
