trial,mode,threads,payload_bytes,iters_per_thread,wall_ms,throughput_ops_s,p50_ns,p95_ns,p99_ns,p99_max_ns,mean_ns
1,verdict_only,4,64,1000000,6313.81,633532,3834,5284,7364,7559,4070.51
2,verdict_only,1,64,1000000,6075.68,164591,3790,5042,6779,6779,3951.91
2,verdict_only,2,64,1000000,6407.65,312127,3873,6396,7659,7686,4160.17
2,verdict_only,4,64,1000000,6410.60,623966,3827,5692,7305,7512,4074.53
3,verdict_only,1,64,1000000,6153.71,162504,3785,5537,7426,7426,4002.20
3,verdict_only,2,64,1000000,6539.33,305842,3828,5592,7323,7508,4205.89
3,verdict_only,4,64,1000000,11602.87,344742,3861,5158,9422,11003,7292.08
4,verdict_only,1,64,1000000,6122.19,163340,3805,4545,7014,7014,3988.43
4,verdict_only,2,64,1000000,6282.89,318325,3828,5387,7502,7878,4060.26
4,verdict_only,4,64,1000000,6960.40,574679,3823,5533,7214,7500,4267.11
0,status_quo_async_log,1,64,2918789,2149.39,1357963,594,878,1122,1122,617.88
0,status_quo_async_log,2,64,2918789,2347.66,2486553,634,1137,1266,1291,671.78
0,status_quo_async_log,4,64,2918789,2301.39,5073096,611,971,1147,1205,651.01
1,status_quo_async_log,1,64,2918789,2162.30,1349854,593,959,1109,1109,621.60
1,status_quo_async_log,2,64,2918789,2335.12,2499903,632,1004,1158,1189,662.67
1,status_quo_async_log,4,64,2918789,3439.34,3394592,631,1013,1119,1238,832.23
2,status_quo_async_log,1,64,2918789,2264.21,1289098,625,948,1111,1111,652.85
2,status_quo_async_log,2,64,2918789,2525.32,2311620,663,1094,1507,1747,706.28
2,status_quo_async_log,4,64,2918789,2503.30,4663900,635,1123,1395,1715,673.57
3,status_quo_async_log,1,64,2918789,2194.03,1330332,598,977,1278,1278,630.55
3,status_quo_async_log,2,64,2918789,2386.94,2445635,627,1109,1226,1269,664.77
3,status_quo_async_log,4,64,2918789,2378.48,4908662,622,1014,1111,1202,657.92
4,status_quo_async_log,1,64,2918789,2377.77,1227532,664,1073,1220,1220,690.64
4,status_quo_async_log,2,64,2918789,2262.79,2579813,614,1078,1263,1468,648.56
4,status_quo_async_log,4,64,2918789,2394.08,4876670,639,985,1170,1251,669.21
0,status_quo_digest_log,1,64,3643315,2084.77,1747585,424,909,937,937,449.82
0,status_quo_digest_log,2,64,3643315,2061.56,3534525,420,799,939,966,447.92
0,status_quo_digest_log,4,64,3643315,2063.27,7063189,412,783,929,1049,440.44
1,status_quo_digest_log,1,64,3643315,2007.90,1814490,419,681,789,789,440.00
1,status_quo_digest_log,2,64,3643315,1992.39,3657225,405,824,917,995,430.34
1,status_quo_digest_log,4,64,3643315,2017.57,7223176,404,723,925,1085,428.09
2,status_quo_digest_log,1,64,3643315,1974.42,1845254,411,617,825,825,431.27
2,status_quo_digest_log,2,64,3643315,2142.25,3401385,422,799,898,923,453.33
2,status_quo_digest_log,4,64,3643315,2143.37,6799224,416,785,1300,2380,448.53
3,status_quo_digest_log,1,64,3643315,1998.35,1823165,413,825,928,928,436.46
3,status_quo_digest_log,2,64,3643315,2125.88,3427576,428,847,940,958,455.26
3,status_quo_digest_log,4,64,3643315,2099.61,6940947,407,737,938,1147,430.95
4,status_quo_digest_log,1,64,3643315,1996.15,1825167,412,788,859,859,435.16
4,status_quo_digest_log,2,64,3643315,2034.76,3581082,405,739,1322,1805,434.01
4,status_quo_digest_log,4,64,3643315,2063.29,7063102,403,689,804,890,428.33
0,full_pipeline,1,512,1000000,6514.71,153499,5832,10839,11885,11885,6102.71
0,full_pipeline,2,512,1000000,6717.01,297751,5906,8258,12167,13823,6252.53
0,full_pipeline,4,512,1000000,6862.79,582854,5877,8536,13763,17806,6313.70
1,full_pipeline,1,512,1000000,6536.06,152997,5863,9392,9879,9879,6125.84
1,full_pipeline,2,512,1000000,6743.29,296591,5919,8821,12210,12460,6308.29
1,full_pipeline,4,512,1000000,6892.80,580315,5863,8611,11752,13520,6267.19
2,full_pipeline,1,512,1000000,6561.44,152406,5835,8858,10583,10583,6113.13
2,full_pipeline,2,512,1000000,6782.76,294865,5956,8530,13074,13353,6339.92
2,full_pipeline,4,512,1000000,6930.91,577125,5914,8258,14765,23335,6347.72
3,full_pipeline,1,512,1000000,6544.21,152807,5842,8125,10534,10534,6134.70
3,full_pipeline,2,512,1000000,6594.46,303285,5846,7945,11129,11922,6149.38
3,full_pipeline,4,512,1000000,6877.74,581587,5913,8381,12598,13303,6326.05
4,full_pipeline,1,512,1000000,6583.62,151892,5837,7262,12818,12818,6171.63
4,full_pipeline,2,512,1000000,6778.25,295062,5911,10252,11583,12103,6289.30
4,full_pipeline,4,512,1000000,6844.01,584453,5855,8801,11356,13990,6206.91
0,full_pipeline_durable,1,512,8890,1832.95,4850,219837,350919,504067,504067,205006.48
0,full_pipeline_durable,2,512,8890,747.29,23793,77547,112611,157601,166802,79271.06
0,full_pipeline_durable,4,512,8890,1546.99,22987,161142,271611,401255,414523,163522.37
1,full_pipeline_durable,1,512,8890,138.63,64128,13283,21358,41680,41680,14672.49
1,full_pipeline_durable,2,512,8890,769.90,23094,78881,111378,156448,157520,82200.73
1,full_pipeline_durable,4,512,8890,1502.34,23670,157561,261191,413787,493581,159145.23
2,full_pipeline_durable,1,512,8890,135.82,65455,13180,19370,40772,40772,14334.88
2,full_pipeline_durable,2,512,8890,724.02,24557,74012,109911,161136,166021,76904.84
2,full_pipeline_durable,4,512,8890,1444.26,24622,152040,265719,460155,506819,153867.68
3,full_pipeline_durable,1,512,8890,144.47,61535,13459,21666,40735,40735,15043.74
3,full_pipeline_durable,2,512,8890,735.72,24167,76497,108766,160928,162320,78490.98
3,full_pipeline_durable,4,512,8890,1533.40,23190,157372,257651,407056,421358,162877.59
4,full_pipeline_durable,1,512,8890,135.29,65712,13153,18675,40138,40138,14260.51
4,full_pipeline_durable,2,512,8890,725.06,24522,75095,108162,165375,173132,77090.79
4,full_pipeline_durable,4,512,8890,1449.74,24529,152537,257567,376734,399028,153389.55
0,verdict_only,1,512,1000000,6558.22,152480,3795,4454,7495,7495,4010.09
0,verdict_only,2,512,1000000,6777.84,295079,3844,5448,7783,7788,4125.13
0,verdict_only,4,512,1000000,6863.44,582798,3826,5501,7687,8007,4098.00
1,verdict_only,1,512,1000000,6692.55,149420,3815,6328,7544,7544,4084.00
1,verdict_only,2,512,1000000,6657.00,300436,3815,5661,7443,7683,4042.23
1,verdict_only,4,512,1000000,6659.73,600625,3819,5917,7083,7451,4034.59
2,verdict_only,1,512,1000000,6587.47,151803,3801,5033,7871,7871,4025.72
2,verdict_only,2,512,1000000,6828.08,292908,3847,5880,9995,12292,4134.06
2,verdict_only,4,512,1000000,6826.27,585971,3852,6082,7428,7610,4110.53
3,verdict_only,1,512,1000000,6556.34,152524,3795,4595,7734,7734,4004.99
3,verdict_only,2,512,1000000,6727.18,297301,3820,6080,7568,8332,4093.34
3,verdict_only,4,512,1000000,6716.99,595504,3831,6537,7217,7434,4059.14
4,verdict_only,1,512,1000000,6562.76,152375,3795,5707,7358,7358,4003.43
4,verdict_only,2,512,1000000,6731.05,297131,3839,6189,7689,7844,4098.98
4,verdict_only,4,512,1000000,6836.68,585080,3840,5685,7475,9304,4094.18
0,status_quo_async_log,1,512,1000000,3279.72,304904,2938,4098,5952,5952,3023.25
0,status_quo_async_log,2,512,1000000,3282.83,609231,2904,4099,6244,6399,2978.39
0,status_quo_async_log,4,512,1000000,3425.54,1167701,2913,4443,4922,5259,3016.36
1,status_quo_async_log,1,512,1000000,3095.39,323061,2818,3894,4391,4391,2859.96
1,status_quo_async_log,2,512,1000000,3244.22,616481,2893,4567,5909,5910,2958.30
1,status_quo_async_log,4,512,1000000,3341.92,1196918,2883,4367,4943,5294,2980.32
2,status_quo_async_log,1,512,1000000,3095.06,323096,2819,4141,5111,5111,2858.16
2,status_quo_async_log,2,512,1000000,3207.31,623575,2868,3944,4779,4798,2921.01
2,status_quo_async_log,4,512,1000000,3319.64,1204951,2893,4433,4474,4815,2995.47
3,status_quo_async_log,1,512,1000000,3126.08,319889,2826,4177,5020,5020,2888.79
3,status_quo_async_log,2,512,1000000,3267.15,612154,2878,4368,4942,5107,2963.77
3,status_quo_async_log,4,512,1000000,3452.50,1158580,2895,4731,6365,6692,3031.35
4,status_quo_async_log,1,512,1000000,3163.82,316073,2851,3826,5560,5560,2922.19
4,status_quo_async_log,2,512,1000000,3175.22,629878,2863,4509,4651,5146,2911.52
4,status_quo_async_log,4,512,1000000,3372.60,1186030,2907,4638,5722,7831,2986.18
0,status_quo_digest_log,1,512,2329392,2271.72,1025387,802,1040,4984,4984,842.49
0,status_quo_digest_log,2,512,2329392,2359.32,1974628,812,1225,1534,1544,857.42
0,status_quo_digest_log,4,512,2329392,2327.23,4003723,794,1242,1457,1803,839.83
1,status_quo_digest_log,1,512,2329392,2206.57,1055660,776,1155,1289,1289,815.34
1,status_quo_digest_log,2,512,2329392,2421.54,1923892,795,1221,1290,1365,860.16
1,status_quo_digest_log,4,512,2329392,2366.24,3937717,804,1343,1504,1820,852.63
2,status_quo_digest_log,1,512,2329392,2264.16,1028811,801,1195,1286,1286,836.85
2,status_quo_digest_log,2,512,2329392,2323.38,2005176,811,1403,2075,2774,857.95
2,status_quo_digest_log,4,512,2329392,2403.74,3876279,800,1246,1438,1806,866.35
3,status_quo_digest_log,1,512,2329392,2244.47,1037836,788,1183,1202,1202,829.44
3,status_quo_digest_log,2,512,2329392,2366.91,1968299,812,1199,1429,1541,862.79
3,status_quo_digest_log,4,512,2329392,2451.30,3801069,806,1228,1300,1363,878.92
4,status_quo_digest_log,1,512,2329392,2258.08,1031580,782,1085,1277,1277,833.94
4,status_quo_digest_log,2,512,2329392,2307.74,2018765,791,1212,1354,1456,840.02
4,status_quo_digest_log,4,512,2329392,2374.00,3924838,790,1160,5042,16543,859.85
0,full_pipeline,1,4096,1000000,7613.02,131354,6810,8481,14179,14179,7151.20
0,full_pipeline,2,4096,1000000,7678.55,260466,6823,9228,17233,18226,7185.45
0,full_pipeline,4,4096,1000000,7852.80,509372,6869,9957,19435,21888,7305.31
1,full_pipeline,1,4096,1000000,7671.69,130349,6815,9147,18752,18752,7200.71
1,full_pipeline,2,4096,1000000,7735.86,258536,6859,10614,23845,29829,7256.45
1,full_pipeline,4,4096,1000000,8239.83,485447,7095,10345,16839,17773,7558.09
2,full_pipeline,1,4096,1000000,7779.64,128541,6835,10233,18112,18112,7302.35
2,full_pipeline,2,4096,1000000,7897.34,253250,6919,10378,20957,23349,7393.63
2,full_pipeline,4,4096,1000000,7906.57,505909,6868,10347,17995,21085,7307.73
3,full_pipeline,1,4096,1000000,7679.38,130219,6818,10505,16768,16768,7211.34
3,full_pipeline,2,4096,1000000,7840.74,255078,6898,8968,16975,17435,7325.96
3,full_pipeline,4,4096,1000000,7880.45,507585,6873,10353,15868,17566,7263.35
4,full_pipeline,1,4096,1000000,7591.46,131727,6812,7535,12389,12389,7124.87
4,full_pipeline,2,4096,1000000,7829.55,255442,6901,11315,19205,19325,7336.43
4,full_pipeline,4,4096,1000000,7948.38,503247,6864,9731,16905,19431,7300.28
0,full_pipeline_durable,1,4096,7696,1596.87,4819,227175,356015,419654,419654,206100.10
0,full_pipeline_durable,2,4096,7696,674.13,22833,78213,118799,163498,164228,82908.38
0,full_pipeline_durable,4,4096,7696,1354.12,22734,161437,282140,400923,411673,165030.70
1,full_pipeline_durable,1,4096,7696,134.26,57320,14941,20726,50289,50289,16411.97
1,full_pipeline_durable,2,4096,7696,659.45,23341,79155,112724,155977,158461,80867.54
1,full_pipeline_durable,4,4096,7696,1297.78,23720,155045,212837,344946,354578,159200.53
2,full_pipeline_durable,1,4096,7696,138.13,55715,15112,24510,55213,55213,16887.36
2,full_pipeline_durable,2,4096,7696,578.82,26592,72352,94485,233410,303569,70650.91
2,full_pipeline_durable,4,4096,7696,1196.24,25734,154214,451964,316668,374317,147681.37
3,full_pipeline_durable,1,4096,7696,131.09,58707,14769,19518,43446,43446,16010.74
3,full_pipeline_durable,2,4096,7696,675.62,22782,79900,106597,148357,152023,82952.63
3,full_pipeline_durable,4,4096,7696,1306.25,23567,156608,215607,344268,350476,160670.48
4,full_pipeline_durable,1,4096,7696,131.19,58664,14799,20032,42990,42990,16018.48
4,full_pipeline_durable,2,4096,7696,692.71,22220,81777,112724,158239,160120,85549.93
4,full_pipeline_durable,4,4096,7696,1308.58,23525,156026,225074,357676,369188,160890.54
0,verdict_only,1,4096,1000000,7642.26,130851,4043,5477,8161,8161,4263.00
0,verdict_only,2,4096,1000000,7703.00,259639,4039,6302,9615,11178,4278.03
0,verdict_only,4,4096,1000000,7842.85,510019,4069,6100,12517,26337,4305.39
1,verdict_only,1,4096,1000000,7585.84,131825,4040,5513,7778,7778,4223.74
1,verdict_only,2,4096,1000000,7799.41,256430,4082,6181,8405,8443,4331.03
1,verdict_only,4,4096,1000000,7999.87,500008,4084,6086,7878,8035,4365.06
2,verdict_only,1,4096,1000000,7691.81,130008,4039,6860,7913,7913,4293.58
2,verdict_only,2,4096,1000000,7803.90,256282,4074,7061,8052,8248,4331.53
2,verdict_only,4,4096,1000000,7768.05,514930,4053,5534,7994,8124,4275.42
3,verdict_only,1,4096,1000000,7633.94,130994,4039,5475,7627,7627,4255.56
3,verdict_only,2,4096,1000000,7866.97,254227,4080,6385,8515,8614,4355.63
3,verdict_only,4,4096,1000000,7920.50,505019,4068,5242,7820,8153,4331.54
4,verdict_only,1,4096,1000000,7702.96,129820,4074,6762,7776,7776,4302.26
4,verdict_only,2,4096,1000000,7863.89,254327,4072,6288,8535,8662,4360.19
4,verdict_only,4,4096,1000000,7846.92,509754,4088,5476,8013,8189,4325.55
0,status_quo_async_log,1,4096,1000000,21354.81,46828,19720,25249,41124,41124,20273.34
0,status_quo_async_log,2,4096,1000000,21719.80,92082,20831,28672,43339,43654,20609.31
0,status_quo_async_log,4,4096,1000000,23288.90,171756,21021,28983,47129,48717,22053.29
1,status_quo_async_log,1,4096,1000000,21317.90,46909,20087,25746,43302,43302,20225.49
1,status_quo_async_log,2,4096,1000000,21788.69,91791,20908,27336,43219,43244,20606.54
1,status_quo_async_log,4,4096,1000000,21876.88,182841,20788,28027,45775,49149,20572.10
2,status_quo_async_log,1,4096,1000000,21395.35,46739,20759,24880,43434,43434,20257.54
2,status_quo_async_log,2,4096,1000000,21610.95,92546,20623,26204,46096,49382,20414.76
2,status_quo_async_log,4,4096,1000000,21810.07,183402,20434,27305,43850,46711,20399.13
3,status_quo_async_log,1,4096,1000000,21604.13,46287,21030,25912,43534,43534,20513.81
3,status_quo_async_log,2,4096,1000000,21703.03,92153,20653,26129,46985,52716,20423.91
3,status_quo_async_log,4,4096,1000000,22677.23,176388,20942,26958,47543,53119,20825.94
4,status_quo_async_log,1,4096,1000000,21607.28,46281,20859,27116,45566,45566,20478.39
4,status_quo_async_log,2,4096,1000000,23671.78,84489,20952,26890,45613,47962,21836.65
4,status_quo_async_log,4,4096,1000000,22389.17,178658,20974,49806,64254,92483,20948.58
0,status_quo_digest_log,1,4096,1302703,2214.53,588252,1444,1907,3454,3454,1523.12
0,status_quo_digest_log,2,4096,1302703,2211.83,1177943,1445,1939,1936,1944,1519.57
0,status_quo_digest_log,4,4096,1302703,2265.37,2300206,1447,2167,3753,4042,1540.34
1,status_quo_digest_log,1,4096,1302703,2186.35,595834,1418,1603,4756,4756,1500.35
1,status_quo_digest_log,2,4096,1302703,2278.05,1143700,1462,2132,2381,2567,1556.14
1,status_quo_digest_log,4,4096,1302703,2302.56,2263053,1458,2101,3558,4550,1549.89
2,status_quo_digest_log,1,4096,1302703,2168.40,600768,1421,2273,2874,2874,1489.70
2,status_quo_digest_log,2,4096,1302703,2275.80,1144830,1454,2261,3148,3270,1556.95
2,status_quo_digest_log,4,4096,1302703,2466.07,2113004,1448,1997,7383,16646,1648.59
3,status_quo_digest_log,1,4096,1302703,2208.75,589792,1425,1915,4716,4716,1517.09
3,status_quo_digest_log,2,4096,1302703,2224.07,1171461,1428,1809,3484,3734,1525.98
3,status_quo_digest_log,4,4096,1302703,3708.61,1405056,1445,2122,3346,4682,2474.20
4,status_quo_digest_log,1,4096,1302703,2241.47,581181,1460,1946,3710,3710,1541.18
4,status_quo_digest_log,2,4096,1302703,2609.15,998566,1442,2433,4893,4896,1735.21
4,status_quo_digest_log,4,4096,1302703,3070.09,1697282,1444,2099,2493,2819,1957.60
